search_term,package_title,package_name,organization,package_notes,metadata_created,metadata_modified,resource_name,resource_url,resource_format,resource_id,strict_urban_renewal_match,broad_related_match,explicit_urban_renewal_source,matched_strict_keywords,matched_broad_keywords,detected_relevance_reason,preferred_format,candidate_decision,candidate_decision_reason
תכנית,"מספור דרכים בתמ""א",roadnumber_tma,משרד התחבורה והבטיחות בדרכים,"שכבה זו מבוססת על מפת הדרכים בתמ""א 1/1, שהתקבלה ממינהל התכנון בדצמבר 2022. השכבה כוללת את הדרכים בתמ""א 1/1 עם מספר דרך מעודכן במסגרת תכנית החומש לעדכון מספרי דרכים של משרד התחבורה",2023-05-09T08:44:48.494717,2025-07-28T08:51:32.856012,roadnumber_tma_kmz,https://data.gov.il/dataset/ead01a73-a949-484e-9ca3-732617b0bb66/resource/d2cd3043-2ae5-449b-99e7-e5b5b6204ba3/download/roadnumber_tma_kmz.zip,ZIP,d2cd3043-2ae5-449b-99e7-e5b5b6204ba3,False,True,False,[],"[""תכנית"", ""תכנון""]",matched keyword: תכנית; matched keyword: תכנון,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"מספור דרכים בתמ""א",roadnumber_tma,משרד התחבורה והבטיחות בדרכים,"שכבה זו מבוססת על מפת הדרכים בתמ""א 1/1, שהתקבלה ממינהל התכנון בדצמבר 2022. השכבה כוללת את הדרכים בתמ""א 1/1 עם מספר דרך מעודכן במסגרת תכנית החומש לעדכון מספרי דרכים של משרד התחבורה",2023-05-09T08:44:48.494717,2025-07-28T08:51:32.856012,ROADNUMBER_TMA,https://data.gov.il/dataset/ead01a73-a949-484e-9ca3-732617b0bb66/resource/5a4d20d7-b16c-4d77-83aa-f6648ec14982/download/roadnumber_tma.csv,CSV,5a4d20d7-b16c-4d77-83aa-f6648ec14982,False,True,False,[],"[""תכנית"", ""תכנון""]",matched keyword: תכנית; matched keyword: תכנון,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"מספור דרכים בתמ""א",roadnumber_tma,משרד התחבורה והבטיחות בדרכים,"שכבה זו מבוססת על מפת הדרכים בתמ""א 1/1, שהתקבלה ממינהל התכנון בדצמבר 2022. השכבה כוללת את הדרכים בתמ""א 1/1 עם מספר דרך מעודכן במסגרת תכנית החומש לעדכון מספרי דרכים של משרד התחבורה",2023-05-09T08:44:48.494717,2025-07-28T08:51:32.856012,ROADNUMBER_TMA_METADATA.XLSX,https://data.gov.il/dataset/ead01a73-a949-484e-9ca3-732617b0bb66/resource/8bd8ebf4-3ef1-4ec0-b953-79bad8a94da0/download/roadnumber_tma_metadata.xlsx,XLSX,8bd8ebf4-3ef1-4ec0-b953-79bad8a94da0,False,True,False,[],"[""תכנית"", ""תכנון""]",matched keyword: תכנית; matched keyword: תכנון,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"בדיקת ישימות למתע""ן בנפת אשקלון 2050",mataan_ashkelon_app,משרד התחבורה והבטיחות בדרכים,"בדיקת ישימות בתכנית אסטרטגית להסעת המונים ולתחבורה ציבורית בנפת אשקלון, לשנת יעד 2050",2025-05-20T17:26:41.065332,2025-06-08T07:15:59.497948,MATAAN_ASHKELON_APP_SHP,https://data.gov.il/dataset/e74cc3c7-79af-47af-9754-74d6533be493/resource/4bb9c324-d9de-48e9-b17b-37ca5f7810fd/download/mataan_ashkelon_app.zip,ZIP,4bb9c324-d9de-48e9-b17b-37ca5f7810fd,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"בדיקת ישימות למתע""ן בנפת אשקלון 2050",mataan_ashkelon_app,משרד התחבורה והבטיחות בדרכים,"בדיקת ישימות בתכנית אסטרטגית להסעת המונים ולתחבורה ציבורית בנפת אשקלון, לשנת יעד 2050",2025-05-20T17:26:41.065332,2025-06-08T07:15:59.497948,MATAAN_ASHKELON_APP_KMZ,https://data.gov.il/dataset/e74cc3c7-79af-47af-9754-74d6533be493/resource/fc178f7f-2485-470a-9c01-58f719560d44/download/mataan_ashkelon_app_kmz.zip,ZIP,fc178f7f-2485-470a-9c01-58f719560d44,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"בדיקת ישימות למתע""ן בנפת אשקלון 2050",mataan_ashkelon_app,משרד התחבורה והבטיחות בדרכים,"בדיקת ישימות בתכנית אסטרטגית להסעת המונים ולתחבורה ציבורית בנפת אשקלון, לשנת יעד 2050",2025-05-20T17:26:41.065332,2025-06-08T07:15:59.497948,MATAAN_ASHKELON_APP_CSV,https://data.gov.il/dataset/e74cc3c7-79af-47af-9754-74d6533be493/resource/d2c09ef5-2f8c-4c16-9be3-2a94d75e4d08/download/mataan_ashkelon_app.csv,CSV,d2c09ef5-2f8c-4c16-9be3-2a94d75e4d08,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"בדיקת ישימות למתע""ן בנפת אשקלון 2050",mataan_ashkelon_app,משרד התחבורה והבטיחות בדרכים,"בדיקת ישימות בתכנית אסטרטגית להסעת המונים ולתחבורה ציבורית בנפת אשקלון, לשנת יעד 2050",2025-05-20T17:26:41.065332,2025-06-08T07:15:59.497948,מטאדאטה,https://data.gov.il/dataset/e74cc3c7-79af-47af-9754-74d6533be493/resource/c3b878e7-85d2-4bca-8811-78e41a11eeec/download/mataan_ashkelon_app_metadata.xlsx,XLSX,c3b878e7-85d2-4bca-8811-78e41a11eeec,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן חדרה נתניה 2050",mataan_hdr_ntn,משרד התחבורה והבטיחות בדרכים,"תכנית אסטרטגית להסעת המונים ותחבורה ציבורית למרחב נתניה-חדרה רבתי, לשנת יעד 2050.
",2021-12-27T08:11:45.795530,2025-05-29T13:38:45.111737,MATAAN_HDR_NTN_SHP,https://data.gov.il/dataset/ee1265d8-de2b-4223-b6dc-4f6dac157fd7/resource/0b3cc1f9-629e-492b-99d8-d04d36ca8514/download/mataan_hdr_ntn.zip,ZIP,0b3cc1f9-629e-492b-99d8-d04d36ca8514,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן חדרה נתניה 2050",mataan_hdr_ntn,משרד התחבורה והבטיחות בדרכים,"תכנית אסטרטגית להסעת המונים ותחבורה ציבורית למרחב נתניה-חדרה רבתי, לשנת יעד 2050.
",2021-12-27T08:11:45.795530,2025-05-29T13:38:45.111737,MATAAN_HDR_NTN_KMZ,https://data.gov.il/dataset/ee1265d8-de2b-4223-b6dc-4f6dac157fd7/resource/e8281995-f09a-494a-8d11-004c3f0112ef/download/mataan_hdr_ntn_kmz.zip,ZIP,e8281995-f09a-494a-8d11-004c3f0112ef,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן חדרה נתניה 2050",mataan_hdr_ntn,משרד התחבורה והבטיחות בדרכים,"תכנית אסטרטגית להסעת המונים ותחבורה ציבורית למרחב נתניה-חדרה רבתי, לשנת יעד 2050.
",2021-12-27T08:11:45.795530,2025-05-29T13:38:45.111737,MATAAN_HDR_NTN_CSV,https://data.gov.il/dataset/ee1265d8-de2b-4223-b6dc-4f6dac157fd7/resource/03bcb366-0468-4cbe-8f89-eac1e7866356/download/mataan_hdr_ntn.csv,CSV,03bcb366-0468-4cbe-8f89-eac1e7866356,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן חדרה נתניה 2050",mataan_hdr_ntn,משרד התחבורה והבטיחות בדרכים,"תכנית אסטרטגית להסעת המונים ותחבורה ציבורית למרחב נתניה-חדרה רבתי, לשנת יעד 2050.
",2021-12-27T08:11:45.795530,2025-05-29T13:38:45.111737,מטאדאטה,https://data.gov.il/dataset/ee1265d8-de2b-4223-b6dc-4f6dac157fd7/resource/656aa53f-6018-4a64-adee-6092c2839059/download/mataan_hdr_ntn_metadata.xlsx,XLSX,656aa53f-6018-4a64-adee-6092c2839059,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן בנפת אשקלון 2040",mataan_ashkelon,משרד התחבורה והבטיחות בדרכים,תכנית אסטרטגית להסעת המונים ותחבורה ציבורית בנפת אשקלון לשנת 2040,2021-03-07T12:58:26.106143,2025-05-29T13:15:05.489478,MATAAN_ASHKELON_SHP,https://data.gov.il/dataset/27d8da81-16d0-4ac3-b856-f27dde377c92/resource/3b19be6d-bb7a-4012-8c62-82e400214d3c/download/mataan_ashkelon.zip,ZIP,3b19be6d-bb7a-4012-8c62-82e400214d3c,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן בנפת אשקלון 2040",mataan_ashkelon,משרד התחבורה והבטיחות בדרכים,תכנית אסטרטגית להסעת המונים ותחבורה ציבורית בנפת אשקלון לשנת 2040,2021-03-07T12:58:26.106143,2025-05-29T13:15:05.489478,MATAAN_ASHKELON_KMZ,https://data.gov.il/dataset/27d8da81-16d0-4ac3-b856-f27dde377c92/resource/405b031d-f36f-47ee-ac03-07417fe3d38e/download/mataan_ashkelon_kmz.zip,ZIP,405b031d-f36f-47ee-ac03-07417fe3d38e,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן בנפת אשקלון 2040",mataan_ashkelon,משרד התחבורה והבטיחות בדרכים,תכנית אסטרטגית להסעת המונים ותחבורה ציבורית בנפת אשקלון לשנת 2040,2021-03-07T12:58:26.106143,2025-05-29T13:15:05.489478,MATAAN_ASHKELON_CSV,https://data.gov.il/dataset/27d8da81-16d0-4ac3-b856-f27dde377c92/resource/06980e45-e0a9-4f12-912c-ea4ae8392f30/download/mataan_ashkelon.csv,CSV,06980e45-e0a9-4f12-912c-ea4ae8392f30,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"אסטרטגית למתע""ן בנפת אשקלון 2040",mataan_ashkelon,משרד התחבורה והבטיחות בדרכים,תכנית אסטרטגית להסעת המונים ותחבורה ציבורית בנפת אשקלון לשנת 2040,2021-03-07T12:58:26.106143,2025-05-29T13:15:05.489478,מטאדאטה,https://data.gov.il/dataset/27d8da81-16d0-4ac3-b856-f27dde377c92/resource/c52b82c1-e1a6-40ac-9ab7-741f70d0752e/download/mataan_ashkelon_metadata.xlsx,XLSX,c52b82c1-e1a6-40ac-9ab7-741f70d0752e,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,מטרופן,metrofan,משרד התחבורה והבטיחות בדרכים,"תכנית אב שמטרתה התווית רשת שבילי אופניים בגלעין המטרופוליני חיפה, הקריות, נשר וטירת הכרמל",2020-07-23T11:02:41.285061,2024-11-24T15:20:10.420720,METROFAN_SHP,https://data.gov.il/dataset/ce345e12-77fc-4fcb-9cb3-a369b5f87709/resource/5f6cfbd5-f733-4f3b-ba8f-1c7b6e4f031b/download/metrofan.zip,ZIP,5f6cfbd5-f733-4f3b-ba8f-1c7b6e4f031b,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,מטרופן,metrofan,משרד התחבורה והבטיחות בדרכים,"תכנית אב שמטרתה התווית רשת שבילי אופניים בגלעין המטרופוליני חיפה, הקריות, נשר וטירת הכרמל",2020-07-23T11:02:41.285061,2024-11-24T15:20:10.420720,METROFAN_KMZ,https://data.gov.il/dataset/ce345e12-77fc-4fcb-9cb3-a369b5f87709/resource/c2585f87-b07f-42d9-ac05-09c3c42fc89b/download/metrofan_kmz.zip,ZIP,c2585f87-b07f-42d9-ac05-09c3c42fc89b,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,מטרופן,metrofan,משרד התחבורה והבטיחות בדרכים,"תכנית אב שמטרתה התווית רשת שבילי אופניים בגלעין המטרופוליני חיפה, הקריות, נשר וטירת הכרמל",2020-07-23T11:02:41.285061,2024-11-24T15:20:10.420720,METROFAN_CSV,https://data.gov.il/dataset/ce345e12-77fc-4fcb-9cb3-a369b5f87709/resource/6ac4334d-808a-4ee6-8ef8-6a2f129256ea/download/metrofan.csv,CSV,6ac4334d-808a-4ee6-8ef8-6a2f129256ea,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,מטרופן,metrofan,משרד התחבורה והבטיחות בדרכים,"תכנית אב שמטרתה התווית רשת שבילי אופניים בגלעין המטרופוליני חיפה, הקריות, נשר וטירת הכרמל",2020-07-23T11:02:41.285061,2024-11-24T15:20:10.420720,מטאדאטה,https://data.gov.il/dataset/ce345e12-77fc-4fcb-9cb3-a369b5f87709/resource/64b4c129-330d-47e0-9e0a-3136d526c1f0/download/metrofan.pdf,PDF,64b4c129-330d-47e0-9e0a-3136d526c1f0,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנית,הסעת המונים מטרופולין באר שבע - 2050,mataan_brshva,משרד התחבורה והבטיחות בדרכים,רשת הסעת המונים במטרופולין באר שבע כפי שתוכננה בתוכנית האסטרטגית לשנת 2050,2024-11-24T15:02:37.188355,2024-11-24T15:13:01.116360,MATAAN_BRSHVA_SHP,https://data.gov.il/dataset/51d55e38-f192-4af3-9b77-f65108c6e1fd/resource/f243a1c4-40cd-45e5-b9da-ff39e4412401/download/mataan_brshva.zip,ZIP,f243a1c4-40cd-45e5-b9da-ff39e4412401,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין באר שבע - 2050,mataan_brshva,משרד התחבורה והבטיחות בדרכים,רשת הסעת המונים במטרופולין באר שבע כפי שתוכננה בתוכנית האסטרטגית לשנת 2050,2024-11-24T15:02:37.188355,2024-11-24T15:13:01.116360,MATAAN_BRSHVA_KMZ,https://data.gov.il/dataset/51d55e38-f192-4af3-9b77-f65108c6e1fd/resource/ff279e10-04b3-4704-bfa1-f6259324cecd/download/mataan_brshva_kmz.zip,ZIP,ff279e10-04b3-4704-bfa1-f6259324cecd,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין באר שבע - 2050,mataan_brshva,משרד התחבורה והבטיחות בדרכים,רשת הסעת המונים במטרופולין באר שבע כפי שתוכננה בתוכנית האסטרטגית לשנת 2050,2024-11-24T15:02:37.188355,2024-11-24T15:13:01.116360,MATAAN_BRSHVA_CSV,https://data.gov.il/dataset/51d55e38-f192-4af3-9b77-f65108c6e1fd/resource/cbceb2be-59fa-48bd-859c-cacbd18ad4a9/download/mataan_brshva.csv,CSV,cbceb2be-59fa-48bd-859c-cacbd18ad4a9,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין באר שבע - 2050,mataan_brshva,משרד התחבורה והבטיחות בדרכים,רשת הסעת המונים במטרופולין באר שבע כפי שתוכננה בתוכנית האסטרטגית לשנת 2050,2024-11-24T15:02:37.188355,2024-11-24T15:13:01.116360,מטאדאטה,https://data.gov.il/dataset/51d55e38-f192-4af3-9b77-f65108c6e1fd/resource/b1a76e0a-fa6d-43f4-a469-5ff20f10ef5b/download/mataan_brshva_metadata.xlsx,XLSX,b1a76e0a-fa6d-43f4-a469-5ff20f10ef5b,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין ירושלים - 2050,mataan_jlm,משרד התחבורה והבטיחות בדרכים,"רשת הסעת המונים (רק""ל, BRT, מטרו) במטרופולין ירושלים כפי שתוכננה בתוכנית האסטרטגית לשנת 2050",2024-11-24T14:48:41.353277,2024-11-24T14:58:25.817520,MATAAN_JLM_SHP,https://data.gov.il/dataset/5ecf0587-21e6-411a-8f04-9f4f44a43956/resource/dd72c058-7e92-4a1c-be85-207b7a637022/download/mataan_jlm.zip,ZIP,dd72c058-7e92-4a1c-be85-207b7a637022,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין ירושלים - 2050,mataan_jlm,משרד התחבורה והבטיחות בדרכים,"רשת הסעת המונים (רק""ל, BRT, מטרו) במטרופולין ירושלים כפי שתוכננה בתוכנית האסטרטגית לשנת 2050",2024-11-24T14:48:41.353277,2024-11-24T14:58:25.817520,MATAAN_JLM_KMZ,https://data.gov.il/dataset/5ecf0587-21e6-411a-8f04-9f4f44a43956/resource/66db8417-e87a-4be4-9351-0a1a716d22c1/download/mataan_jlm_kmz.zip,ZIP,66db8417-e87a-4be4-9351-0a1a716d22c1,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין ירושלים - 2050,mataan_jlm,משרד התחבורה והבטיחות בדרכים,"רשת הסעת המונים (רק""ל, BRT, מטרו) במטרופולין ירושלים כפי שתוכננה בתוכנית האסטרטגית לשנת 2050",2024-11-24T14:48:41.353277,2024-11-24T14:58:25.817520,MATAAN_JLM_CSV,https://data.gov.il/dataset/5ecf0587-21e6-411a-8f04-9f4f44a43956/resource/2a4ebc87-c35d-4ba0-a58f-383975a69ae2/download/mataan_jlm.csv,CSV,2a4ebc87-c35d-4ba0-a58f-383975a69ae2,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,הסעת המונים מטרופולין ירושלים - 2050,mataan_jlm,משרד התחבורה והבטיחות בדרכים,"רשת הסעת המונים (רק""ל, BRT, מטרו) במטרופולין ירושלים כפי שתוכננה בתוכנית האסטרטגית לשנת 2050",2024-11-24T14:48:41.353277,2024-11-24T14:58:25.817520,מטאדאטה,https://data.gov.il/dataset/5ecf0587-21e6-411a-8f04-9f4f44a43956/resource/699fc843-7c9b-495e-8c5f-2f76c366304e/download/mataan_jlm_metadata.xlsx,XLSX,699fc843-7c9b-495e-8c5f-2f76c366304e,False,True,False,[],"[""תוכנית""]",matched keyword: תוכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23-א-4 - דיפו",tma_23a4_dipo,משרד התחבורה והבטיחות בדרכים,תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - דיפו.,2020-01-12T07:17:44.880489,2024-08-01T13:53:28.760805,TMA_23A4_DIPO_SHP,https://data.gov.il/dataset/3179d831-37b1-4082-a460-1325316d0db8/resource/dd5f8c61-e32e-40f4-ad83-217526fb6693/download/tma_23a4_dipo.zip,ZIP,dd5f8c61-e32e-40f4-ad83-217526fb6693,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23-א-4 - דיפו",tma_23a4_dipo,משרד התחבורה והבטיחות בדרכים,תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - דיפו.,2020-01-12T07:17:44.880489,2024-08-01T13:53:28.760805,TMA_23A4_DIPO_KMZ,https://data.gov.il/dataset/3179d831-37b1-4082-a460-1325316d0db8/resource/97d3192a-0ad9-4544-a89b-71e2e6023f29/download/tma_23a4_dipo_kmz.zip,ZIP,97d3192a-0ad9-4544-a89b-71e2e6023f29,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23-א-4 - דיפו",tma_23a4_dipo,משרד התחבורה והבטיחות בדרכים,תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - דיפו.,2020-01-12T07:17:44.880489,2024-08-01T13:53:28.760805,TMA_23A4_DIPO_csv,https://data.gov.il/dataset/3179d831-37b1-4082-a460-1325316d0db8/resource/f4ed636a-79db-49a9-a322-dbcacf0a5652/download/tma_23a4_dipo.csv,CSV,f4ed636a-79db-49a9-a322-dbcacf0a5652,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23-א-4 - דיפו",tma_23a4_dipo,משרד התחבורה והבטיחות בדרכים,תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - דיפו.,2020-01-12T07:17:44.880489,2024-08-01T13:53:28.760805,מטאדאטה,https://data.gov.il/dataset/3179d831-37b1-4082-a460-1325316d0db8/resource/e1f513eb-e7ff-4fcd-b04d-0e7968856656/download/tma_23a4_dipo.pdf,PDF,e1f513eb-e7ff-4fcd-b04d-0e7968856656,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנית,"תמ""א 23_א_4 - קווי מתע""ן",tma_23a4_lines,משרד התחבורה והבטיחות בדרכים,"תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - קווי מתע""ן.",2020-01-12T07:28:53.966516,2024-08-01T13:49:34.973487,TMA_23A4_LINES_SHP,https://data.gov.il/dataset/dfd705c9-5c9c-4439-a947-b05717830616/resource/9451dc6f-da70-47f0-a576-334c25e1a4c5/download/tma_23a4_lines.zip,ZIP,9451dc6f-da70-47f0-a576-334c25e1a4c5,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23_א_4 - קווי מתע""ן",tma_23a4_lines,משרד התחבורה והבטיחות בדרכים,"תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - קווי מתע""ן.",2020-01-12T07:28:53.966516,2024-08-01T13:49:34.973487,TMA_23A4_LINES_KMZ,https://data.gov.il/dataset/dfd705c9-5c9c-4439-a947-b05717830616/resource/83b44dbc-785a-49e3-b49c-bfe169a35a26/download/tma_23a4_lines_kmz.zip,ZIP,83b44dbc-785a-49e3-b49c-bfe169a35a26,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23_א_4 - קווי מתע""ן",tma_23a4_lines,משרד התחבורה והבטיחות בדרכים,"תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - קווי מתע""ן.",2020-01-12T07:28:53.966516,2024-08-01T13:49:34.973487,TMA_23A4_LINES_csv,https://data.gov.il/dataset/dfd705c9-5c9c-4439-a947-b05717830616/resource/556cb2f9-5b71-4041-a460-922bf05b91b1/download/tma_23a4_lines.csv,CSV,556cb2f9-5b71-4041-a460-922bf05b91b1,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 23_א_4 - קווי מתע""ן",tma_23a4_lines,משרד התחבורה והבטיחות בדרכים,"תכנית מתאר ארצית למערכת תחבורה עתירת נוסעים במטרופולין תל אביב - קווי מתע""ן.",2020-01-12T07:28:53.966516,2024-08-01T13:49:34.973487,מטאדאטה,https://data.gov.il/dataset/dfd705c9-5c9c-4439-a947-b05717830616/resource/78bceb61-2283-4f4c-887e-6de9aac45746/download/tma_23a4_lines.pdf,PDF,78bceb61-2283-4f4c-887e-6de9aac45746,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנית,"תמ""א 42",tma_42,משרד התחבורה והבטיחות בדרכים,"תמ""א 42 - תשריט לאחר אישור המועצה הארצית וטרם אישור הממשלה. תכנית מתאר ארצית משולבת לתשתיות תחבורה יבשתית",2019-11-24T12:47:51.385821,2024-08-01T13:46:31.052667,"תמ""א 42 - מנהור SHP",https://data.gov.il/dataset/cb1f204e-3edb-4bdd-93c3-2c7f5de579a3/resource/b6158ca8-95ce-45fd-8168-fe88b5b8db3f/download/tma42_minhur.zip,SHP,b6158ca8-95ce-45fd-8168-fe88b5b8db3f,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנית,"תמ""א 42",tma_42,משרד התחבורה והבטיחות בדרכים,"תמ""א 42 - תשריט לאחר אישור המועצה הארצית וטרם אישור הממשלה. תכנית מתאר ארצית משולבת לתשתיות תחבורה יבשתית",2019-11-24T12:47:51.385821,2024-08-01T13:46:31.052667,"תמ""א 42 - מנהור KMZ",https://data.gov.il/dataset/cb1f204e-3edb-4bdd-93c3-2c7f5de579a3/resource/d0998a11-9215-44b7-b972-eec335436820/download/tma42_minhur_kmz.zip,KMZ,d0998a11-9215-44b7-b972-eec335436820,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
תכנית,"תמ""א 42",tma_42,משרד התחבורה והבטיחות בדרכים,"תמ""א 42 - תשריט לאחר אישור המועצה הארצית וטרם אישור הממשלה. תכנית מתאר ארצית משולבת לתשתיות תחבורה יבשתית",2019-11-24T12:47:51.385821,2024-08-01T13:46:31.052667,"תמ""א 42 - מנהור CSV",https://data.gov.il/dataset/cb1f204e-3edb-4bdd-93c3-2c7f5de579a3/resource/546fa19a-e575-4473-ab24-1f07e708598c/download/tma42_minhur.csv,CSV,546fa19a-e575-4473-ab24-1f07e708598c,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,True,metadata_only,Broad planning/housing metadata only; not strict enough for automatic ingestion.
תכנית,"תמ""א 42",tma_42,משרד התחבורה והבטיחות בדרכים,"תמ""א 42 - תשריט לאחר אישור המועצה הארצית וטרם אישור הממשלה. תכנית מתאר ארצית משולבת לתשתיות תחבורה יבשתית",2019-11-24T12:47:51.385821,2024-08-01T13:46:31.052667,"תמ""א 42 - מחלפים SHP",https://data.gov.il/dataset/cb1f204e-3edb-4bdd-93c3-2c7f5de579a3/resource/52e1fe06-d932-470d-b801-6e0eb146c185/download/tma42_mahlef.zip,SHP,52e1fe06-d932-470d-b801-6e0eb146c185,False,True,False,[],"[""תכנית""]",matched keyword: תכנית,False,exclude,Relevant metadata but unsupported or missing resource format.
